great plunge,-0.94
meaningful superior,0.88
never good,-0.88
large growth in liability,-0.9
neither above nor above,-0.7
not good,-0.81
enormous slowdown,-0.82
notable unstable,-0.91
immense profit improve,0.81
n't economic boom,-0.71
massive decline,-0.87
decrease,-0.69
notable decrease loss,0.95
massive disappoint,-0.94
neither earn rise nor earn rise,-0.66
hefty shortage,-0.96
large revenue disappointment,-0.95
great decline,-0.81
not earn rise,-0.72
great cost optimization,0.83
enormous bankruptcy,-0.9
enormous double,0.92
much opportunity,0.89
massive above,0.85
peak,0.76
neither negative financial forecast nor negative financial forecast,0.57
much high,0.81
no ascent,-0.55
substantial investor confidence rise,0.86
strong superior,0.82
considerable boost in profit,0.95
immense company 's profit fall,-0.86
large increase lossstock plunge,-0.81
never advance,-0.76
extensive fall in market sentiment,-0.86
tremendous ascent,0.95
hefty credit risk,-0.89
not decrease loss,-0.76
no wide,-0.74
significant degeneration,-0.92
not slowdown,0.75
notable default,-0.81
never success,-0.73
substantial advance,0.88
steady,0.1
no advance,-0.7
great recession,-0.82
enormous strategic restructuring,0.82
mark unexpected financial loss,-0.88
extensive climb,0.84
notable advance,0.88
extensive momentum,0.95
n't economic downturn,0.78
immense positive economic outlook,0.91
great grow,0.82
large increase,0.95
considerable bear market,-0.86
immense penalty,-0.86
hefty breakthrough,0.9
neither slump nor slump,0.77
mark stock price drop,-0.9
never market growth,-0.71
huge decrease dividend,-0.83
massive investor confidence rise,0.96
earn,0.73
market collapse,-0.7
mark fear,-0.85
hefty widen trade deficit,-0.88
immense decrease,-0.8
never penalty,0.65
pronounce recover,0.92
tremendous deteriorate,-0.94
significant decline,-0.91
n't struggle,0.63
reduce tax burden,0.77
jump,0.68
never expand,-0.77
notable downside,-0.89
pronounce market contraction,-0.91
no revenue increase,-0.77
immense strong bullish sentiment,0.9
extensive economic expansion,0.96
mark widen trade deficit,-0.85
tremendous double,0.89
significant weak economic indicator,-0.83
enormous well,0.89
mark upside,0.8
major climb,0.89
down,-0.79
large disappoint,-0.87
n't debt,0.61
pronounce progress,0.86
hefty layoff,-0.8
not fall cost,-0.55
meaningful litigation,-0.83
not rise,-0.75
huge drop,-0.88
significant innovative,0.95
much boost,0.88
major investor fear increase,-0.87
market capitalization,0.09
major earn,0.82
notable progress,0.81
enormous down,-0.91
much gain,0.95
never optimistic,-0.88
downgrade reverse,0.7
tremendous thrive,0.8
considerable business decline,-0.84
neither deficit nor deficit,0.57
huge promise,0.94
large surprisingly,0.88
significant gain,0.81
n't high debt burden,0.68
strong surprisingly,0.93
meaningful surge in inflation,-0.9
no credit risk,0.84
major lose,-0.91
no strategic restructuring,-0.72
not boost in profit,-0.77
n't underperform,0.7
substantial economic downturn,-0.88
no revenue disappointment,0.74
hefty half,-0.86
neither market hesitation nor market hesitation,0.56
mark earn boost,0.86
mark unstable,-0.95
major revenue increase,0.96
meaningful premium,0.86
much robust sell - off,-0.88
never poor,0.67
major wide,0.82
never market hesitation,0.56
underperform,-0.68
huge recover,0.81
no underperform,0.57
great exceed,0.87
never optimistic market forecast,-0.78
not writedown,0.69
regular,-0.05
mark momentum,0.9
notable surge in inflation,-0.82
notable positive financial report,0.86
huge layoff,-0.86
n't bankruptcy,0.75
much advance,0.92
enormous flourish,0.89
never decrease,0.62
never strong earn growth,-0.63
pronounce surprisingly,0.89
great descent,-0.91
large triple,0.88
enormous market hesitation,-0.84
considerable efficient cost structure,0.9
large reduce,-0.82
no strength,-0.6
strong prosper,0.89
n't triple,-0.73
huge market uncertainty,-0.91
tremendous economic boom,0.87
pronounce risk,-0.85
substantial robust,0.84
never investment drop,0.76
pronounce crash,-0.84
much bankruptcy,-0.82
pretty,0.14
pronounce widen trade deficit,-0.96
immense obsolete,-0.94
strong flourish,0.87
major pressure,-0.8
meaningful problem,-0.82
mark below,-0.94
huge weak business result,-0.93
not strong bullish sentiment,-0.68
never excel,-0.77
neither collapse nor collapse,0.64
extensive expansion,0.94
enormous loss,-0.92
strong advance,0.83
enormous company performance drop,-0.9
huge deficit,-0.83
extensive strong bullish sentiment,0.88
major expansion of business,0.83
much worsen,-0.91
massive debt,-0.86
enormous decline profitability,-0.81
pronounce earn boost,0.86
never debt,0.63
mark contraction,-0.82
pronounce decline,-0.82
pronounce market growth,0.83
fear,-0.64
extensive tension,-0.86
substantial decrease,-0.83
underperform,-0.61
extensive bear market,-0.81
no drop,0.77
strong drop,-0.89
no increase deficit,0.78
cut expense,0.71
huge economic downturn,-0.96
large terminate,-0.96
neither profitable nor profitable,-0.66
immense success,0.84
massive bankruptcy,-0.81
large progress,0.83
notable revenue increase,0.86
strong earning boost,0.87
n't market hesitation,0.58
considerable uncertain,-0.86
meaningful market uncertainty,-0.86
great increase deficit,-0.89
much writedown,-0.93
meaningful company performance drop,-0.9
hefty weak economic indicator,-0.84
common,0.13
considerable half,-0.94
mark fall,-0.92
neither substantial growth nor substantial growth,-0.71
significant amazing,0.93
n't weak business result,0.65
considerable poor financial performance,-0.82
no writedown,0.7
tremendous challenge,-0.85
huge improve,0.82
not company outperform expectation,-0.81
not investigation,0.72
notable liquidation,-0.89
strong earning rise,0.83
extensive financial deterioration,-0.9
strong up,0.88
major minimize exposure,0.82
extensive strong future outlook,0.97
much profit improve,0.88
massive decrease,-0.83
strong win,0.87
significant expand,0.88
strong above,0.86
fiscal,0.19
market crash,-0.66
substantial unexpected financial loss,-0.87
n't well,-0.72
n't momentum,-0.62
large soar,0.83
pronounce beat,0.85
much flourish,0.86
strategic restructuring,0.71
hefty unexpected financial loss,-0.96
substantial investigation,-0.84
notable diminish debt,0.84
great economy improve,0.94
not gain,-0.54
extensive rise risk,-0.84
mark high,0.82
massive recover,0.83
notable plunge,-0.92
substantial investor fear increase,-0.81
considerable business growth,0.86
huge business growth,0.88
neither stock price increase nor stock price increase,-0.6
much up,0.82
substantial decrease loss,0.86
substantial hike,0.88
extensive business performance worsen,-0.85
tremendous amazing,0.82
considerable weak,-0.84
significant pressure,-0.93
much strong bullish sentiment,0.92
leadership,0.68
downward revision of upward estimate,-0.63
credit rating downgrade be already price in,0.76
weak business result,-0.7
great threat,-0.85
significant business performance worsen,-0.89
great maximize,0.94
not economy improve,-0.71
strong revenue loss,-0.87
not surge in inflation,0.65
hefty underperform,-0.96
massive deteriorate,-0.84
n't investment value up,-0.58
substantial double,0.84
major contract,-0.87
never strong future outlook,-0.79
immense stability,0.9
tremendous crash,-0.8
n't weak,0.61
meaningful decline in expense,0.84
notable market hesitation,-0.8
balance sheet item,0.05
pronounce soar,0.82
large rise,0.81
immense well,0.87
considerable crash,-0.84
much wide,0.82
hefty outperform,0.84
no earn,-0.74
huge negative economic forecast,-0.94
neither boost nor boost,-0.71
never breakthrough,-0.69
considerable robust,0.82
mark bearish,-0.91
not dividend grow,-0.77
great widen trade deficit,-0.86
mark bankruptcy,-0.95
downward adjustment of overvalue asset,0.77
massive flourish,0.88
extensive economic regression,-0.83
considerable amazing,0.91
huge strong bullish sentiment,0.85
immense rise,0.87
enormous leadership,0.85
great positive economic outlook,0.89
n't up,-0.81
surge,0.8
substantial diminish debt,0.87
substantial challenge,-0.96
notable improve,0.89
neither uncertain nor uncertain,0.71
hefty outstanding,0.96
meaningful increase,0.93
neither rise in debt nor rise in debt,0.53
substantial fear,-0.81
recover,0.6
never market rally,-0.56
significant market growth,0.89
huge earning boost,0.84
increase volatility,-0.67
neither fall nor fall,0.69
substantial low cost,0.82
significant economy improve,0.96
significant expansion,0.95
meaningful innovative,0.92
never progress,-0.84
massive market contraction,-0.89
extensive negative financial forecast,-0.81
hefty slump,-0.89
tremendous cost optimization,0.88
never successful market strategy,-0.56
increase in bankruptcy,-0.62
company earning report,0.09
never deficit,0.59
massive fall,-0.87
never innovative,-0.79
large double,0.84
hefty strong earning growth,0.83
strong investor fear increase,-0.82
hefty improve bankruptcy number,-0.8
massive climb unemployment,-0.96
enormous weak,-0.82
tremendous fiscal strength,0.93
large investor fear increase,-0.9
substantial weak business result,-0.91
n't advance,-0.71
pronounce increase,0.84
extensive rise in debt,-0.92
hefty investment value up,0.86
no win,-0.68
neither unexpected financial loss nor unexpected financial loss,0.68
immense boost in expense,-0.91
enormous upgrade,0.94
pronounce rally,0.95
extensive strengthen headwind,-0.84
pronounce economy improve,0.82
large economic expansion,0.97
substantial well,0.89
great terminate,-0.94
massive exceed,0.9
much surprisingly,0.85
huge company performance exceed,0.93
mark advance,0.91
revenue loss,-0.64
large ascent,0.95
hefty triple,0.84
massive economy improve,0.85
never high debt burden,0.74
substantial penalty,-0.97
much miss,-0.83
large below,-0.87
strong investor optimism increase,0.9
huge accelerate,0.88
immense headwind,-0.88
mark wide,0.87
pronounce economic downturn,-0.85
mark drop,-0.96
neither slowdown nor slowdown,0.74
substantial cost optimization,0.84
hefty writedown,-0.97
major improve,0.85
massive boost,0.82
mark boost in profit,0.88
significant advance,0.91
considerable penalty,-0.87
substantial minimize exposure,0.95
enormous decline revenue,-0.86
major efficient cost structure,0.83
great strong bullish sentiment,0.95
massive unexpected financial loss,-0.93
immense contraction,-0.88
neither widen trade deficit nor widen trade deficit,0.75
no thrive,-0.7
large negative economic forecast,-0.81
large grow,0.89
much promise,0.95
immense gain,0.85
notable profitable,0.92
meaningful pressure,-0.84
large shrink deficit,0.83
strong investment value up,0.91
extensive underperform,-0.82
great rise,0.83
much investigation,-0.86
significant peak,0.94
immense lose,-0.88
tremendous accelerate downturn,-0.89
no company 's profit grow,-0.73
enormous increase lossstock plunge,-0.93
slightly,0.04
extensive investment drop,-0.96
large slow,-0.97
extensive bullish,0.9
tremendous slow,-0.97
strong rebound,0.8
great triple,0.8
not hike,-0.64
hefty efficient,0.93
substantial excel,0.89
significant jump,0.94
much poor financial performance,-0.96
no superior,-0.73
enormous stock price increase,0.86
n't slump,0.74
immense substantial growth,0.96
immense slow,0.94
substantial rise,0.93
huge downside,-0.81
increase deficit,-0.73
mark boost,0.83
pronounce stock price increase,0.93
substantial crash,-0.92
n't rise in debt,0.57
federal meeting,0.01
strong positive economic outlook,0.89
significant decrease loss,0.85
huge double,0.93
huge decrease loss,0.94
no negative financial forecast,0.69
tremendous decrease dividend,-0.96
massive advance,0.83
substantial increase deficit,-0.9
no positive financial report,-0.69
significant progressive loss,-0.92
strong loss,-0.91
never diminish debt,-0.57
tremendous loss of investor confidence,-0.89
no gain,-0.67
pronounce downside,-0.96
immense downside,-0.95
hefty business decline,-0.94
immense economy improve,0.87
substantial unstable,-0.8
huge boost in profit,0.82
meaningful warn,-0.81
hefty business suffering loss,-0.85
neither soar nor soar,-0.83
major negative,-0.84
hefty upside,0.87
enormous decrease loss,0.82
positive financial report,0.75
tremendous underperform,-0.89
pronounce market hesitation,-0.96
large superior,0.94
large company performance drop,-0.81
meaningful grow,0.86
notable thrive,0.96
considerable stock surge,0.9
significant investor fear increase,-0.9
pronounce accelerate downturn,-0.88
significant great,0.86
notable bearish,-0.84
extensive weak business result,-0.93
warn,-0.76
huge twice,0.91
huge shortage,-0.82
substantial shortage,-0.92
extensive improve bankruptcy number,-0.85
n't bearish,0.7
pronounce earn rise,0.85
neither investment value up nor investment value up,-0.68
substantial loss of investor confidence,-0.92
hefty upward trend,0.88
notable boost,0.9
meaningful high,0.9
notable investment value up,0.84
no upgrade,-0.69
large substantial growth,0.93
extensive rebound,0.9
tremendous above,0.8
great business suffering loss,-0.86
notable challenge,-0.85
no stock surge,-0.86
never amazing,-0.77
substantial underperform,-0.89
no amazing,-0.69
extensive decline,-0.91
extensive investor fear increase,-0.95
mark surpass,0.91
major expand,0.97
large decline,-0.91
massive pressure,-0.88
great investor optimism increase,0.96
massive business performance worsen,-0.92
hefty economic downturn,-0.93
notable rise,0.85
huge progressive loss,-0.84
credit risk,-0.75
huge market growth,0.96
n't business performance worsen,0.64
strong outperform,0.89
massive fall cost,0.82
not business suffering loss,0.72
tremendous liquidation,-0.91
significant maximize,0.93
substantial robust sell - off,-0.91
large strong earning growth,0.82
immense caution,-0.8
meaningful market rally,0.94
tremendous drop,-0.86
pronounce cost optimization,0.86
large upgrade,0.85
massive increase deficit,-0.83
never revenue disappointment,0.71
pronounce decline in expense,0.85
huge decline,-0.86
substantial revenue reduction,-0.93
n't progress,-0.71
announcement,0.01
major fall in market sentiment,-0.81
no rebound,-0.74
large decline stock value,-0.92
quarterly earning call,-0.07
mark investigation,-0.93
volatile,-0.72
much surge,0.89
no investigation,0.64
enormous market contraction,-0.93
tremendous investment drop,-0.83
much struggle,-0.94
strong writedown,-0.95
enormous shortage,-0.84
financial report,-0.17
great decline stock value,-0.9
no challenge,0.81
notable economic boom,0.85
massive downside,-0.92
tremendous lose,-0.96
advance,0.66
enormous minimize exposure,0.89
extensive low cost,0.92
neither business performance worsen nor business performance worsen,0.56
immense drop,-0.81
pronounce expand,0.84
no unexpected financial loss,0.54
n't climb,-0.8
slow,-0.74
massive beat,0.91
massive jump,0.82
neither decline revenue nor decline revenue,0.74
much down,-0.86
strong downgrade,-0.87
considerable debt,-0.82
massive layoff,-0.92
extensive weak economic indicator,-0.91
enormous business growth,0.86
n't expand cost,0.7
mark improve,0.85
enormous lose,-0.96
massive shrink deficit,0.82
massive increase,0.89
stock price plummet,-0.76
notable decrease,-0.91
immense bankruptcy,-0.84
enormous gain,0.92
twice,0.74
no favorable refinancing,-0.55
hefty strain,-0.88
bearish,-0.76
lose,-0.75
meaningful risk,-0.82
substantial plunge,-0.86
strong reduce,-0.81
strong economic slowdown,-0.92
mark crash,-0.92
large worsen,-0.96
neither drop nor drop,0.72
great climb unemployment,-0.81
neither amazing nor amazing,-0.58
company 's profit grow,0.77
massive outstanding,0.93
enormous rise in debt,-0.84
huge progress,0.94
immense miss,-0.81
enormous wide,0.82
notable triple,0.87
considerable breakthrough,0.84
strong half,-0.82
extensive slow,-0.92
major weak economic indicator,-0.83
tremendous great,0.89
great business revenue grow,0.93
neither strong market performance nor strong market performance,-0.6
great boost in expense,-0.89
strong drop,-0.84
huge market collapse,-0.81
large optimistic,0.92
substantial asset increase,0.94
major worsen,-0.85
no breakthrough,-0.64
significant decline profitability,-0.92
large company 's profit fall,-0.81
tremendous increase lossstock plunge,-0.86
never accelerate,-0.77
notable unpredictable,-0.82
strong surge,0.88
extensive grow,0.86
meaningful rise,0.89
significant company 's profit grow,0.96
no exceed,-0.69
traditional,0.08
large wide,0.94
great economic boom,0.81
improve bankruptcy number,-0.73
momentum,0.66
hefty strong economic indicator,0.86
triple,0.64
massive high,0.93
pronounce upward trend,0.88
mark negative,-0.94
notable low,-0.92
meaningful expand cost,-0.82
much resilient,0.94
tremendous expand cost,-0.92
no upward trend,-0.61
considerable volatile,-0.85
large weak,-0.97
great rise,0.84
not breakthrough,-0.56
not drop,0.81
large uncertain,-0.9
tremendous up,0.89
robust sell - off,-0.68
hefty bearish,-0.83
neither wide nor wide,-0.69
n't peak,-0.86
immense negative financial forecast,-0.84
massive bankruptcy concern,-0.93
strong gain,0.93
tremendous dividend increase,0.9
huge positive economic outlook,0.82
major profitable,0.91
hefty double,0.92
drop,-0.72
substantial debt,-0.86
massive fall in market sentiment,-0.89
immense revenue increase,0.92
major optimistic market forecast,0.84
huge down,-0.89
pronounce loss of investor confidence,-0.84
strong market hesitation,-0.87
much reduce,-0.82
much downward trend,-0.91
substantial economic contraction,-0.83
substantial fall,-0.84
n't strengthen headwind,0.7
mark pressure,-0.9
strong economic recession,-0.81
extensive double,0.84
large low cost,0.94
extensive contraction,-0.95
never expand cost,0.77
tremendous high,0.82
never revenue increase,-0.73
hefty fall,-0.96
high,0.65
mark low,-0.92
notable struggle,-0.92
not profitable,-0.65
considerable economic recession,-0.95
meaningful boost in expense,-0.88
notable shrink deficit,0.92
great increase lossstock plunge,-0.9
substantial grow,0.97
extensive company 's profit grow,0.9
surge in inflation,-0.6
never upward trend,-0.57
strong opportunity,0.84
tremendous market collapse,-0.87
no suspend,0.55
large high debt burden,-0.92
extensive grow,0.92
no breakthrough,-0.61
n't litigation,0.71
large economic contraction,-0.84
immense decrease,-0.86
massive low,-0.96
never improve,-0.87
notable fear,-0.83
major credit risk,-0.85
notable widen trade deficit,-0.96
considerable unpredictable,-0.88
strong resilient,0.87
much taper,-0.92
significant rise,0.89
n't investment drop,0.83
not underperform,0.67
notable expand,0.88
large outperform,0.94
n't negative,0.76
meaningful bankruptcy,-0.83
neither breakthrough nor breakthrough,-0.74
massive strength,0.8
extensive rally,0.93
pronounce taper,-0.95
terminate,-0.67
immense low cost,0.93
meaningful growth in liability,-0.86
strong strain,-0.88
enormous strain,-0.84
great litigation,-0.9
major business growth,0.85
enormous unexpected financial loss,-0.89
hefty rise,0.85
notable amazing,0.81
neither deteriorate nor deteriorate,0.65
great profitable,0.91
hefty risk,-0.83
immense problem,-0.9
mark twice,0.85
notable twice,0.95
hefty economic expansion,0.97
tremendous economic downturn,-0.85
strong climb,0.95
tremendous contract,-0.89
tremendous success,0.85
pronounce reward,0.88
huge excel,0.95
pronounce favorable refinancing,0.85
significant contraction,-0.96
great profit improve,0.81
not suspend,0.56
significant default,-0.85
notable flourish,0.97
much bearish,-0.86
substantial progressive loss,-0.94
amazing,0.68
large investment rise,0.84
great bearish,-0.9
n't diminish debt,-0.56
much half,-0.96
immense up,0.83
substantial outperform,0.81
no market uncertainty,0.83
much business performance worsen,-0.84
never decrease,0.65
hefty economic regression,-0.91
not contract,0.78
tremendous streamlined operation,0.8
tremendous bad,-0.85
enormous disappoint,-0.89
no strong earning growth,-0.76
considerable lose,-0.96
much company performance exceed,0.91
tremendous economic recession,-0.81
meaningful concern,-0.89
tremendous company performance exceed,0.95
great company performance drop,-0.83
immense decline in expense,0.86
significant investment value up,0.92
notable weak,-0.96
meaningful market crash,-0.82
great minimize exposure,0.92
considerable terminate,-0.83
mark upward trend,0.93
n't reduce,0.79
major down,-0.92
hefty threat,-0.96
considerable twice,0.82
neither progress nor progress,-0.7
tremendous surge in inflation,-0.87
large warn,-0.82
notable slow,0.97
tremendous triple,0.89
pronounce twice,0.93
mark innovative,0.94
tremendous climb unemployment,-0.83
major win,0.8
meaningful shrink,-0.86
no streamlined operation,-0.75
substantial poor financial performance,-0.84
not positive financial report,-0.68
investment value up,0.66
neither business suffering loss nor business suffering loss,0.63
no reduce risk,-0.63
hefty market hesitation,-0.81
pronounce down,-0.87
considerable market hesitation,-0.8
hefty contract,-0.96
major beat,0.95
major rise,0.95
meaningful increase,0.95
massive threat,-0.88
neither shortage nor shortage,0.71
win,0.66
enormous profit improve,0.93
increase,0.67
large cut expense,0.93
massive bear market,-0.89
financial deterioration,-0.79
n't negative financial forecast,0.57
strong grow,0.97
extensive slump,-0.88
hefty profit margin rise,0.8
significant progress,0.83
meaningful jump,0.84
mark market contraction,-0.95
immense gain,0.93
enormous good,0.91
great strength,0.96
significant bearish,-0.87
not strategic restructuring,-0.64
enormous fall,-0.9
large revenue increase,0.93
large streamlined operation,0.93
n't revenue disappointment,0.64
huge problem,-0.88
meaningful decline revenue,-0.84
extensive soar,0.91
not profit margin rise,-0.63
great upgrade,0.85
efficient cost structure,0.79
great financial deterioration,-0.9
great advance,0.81
major bad,-0.96
no taper,0.56
no decrease,0.74
extensive resilient,0.8
n't positive economic outlook,-0.76
significant leadership,0.91
no earn decline,0.8
large stock price drop,-0.81
immense good,0.87
tremendous threat,-0.92
hefty increase,0.93
n't crash,0.64
not stock price drop,0.74
tremendous fall cost,0.92
investment drop,-0.78
major decrease,-0.94
earning rise,0.7
large company outperform expectation,0.97
enormous economic expansion,0.91
immense widen trade deficit,-0.86
strong bankruptcy concern,-0.8
neither boost in profit nor boost in profit,-0.67
never surge,-0.72
strong strong future outlook,0.93
major slump,-0.89
meaningful collapse,-0.88
huge negative,-0.97
mark shortage,-0.88
significant upside,0.96
immense underperform,-0.96
pronounce efficient cost structure,0.9
meaningful decrease loss,0.82
never recession,0.73
meaningful low cost,0.94
much volatile,-0.81
massive wide,0.82
immense peak,0.85
meaningful favorable refinancing,0.86
never challenge,0.71
not company performance exceed,-0.75
n't revenue increase,-0.72
not weak,0.58
huge surge,0.94
pronounce slow,0.89
meaningful progressive loss,-0.87
large improve,0.86
great degeneration,-0.89
great dive,-0.82
not diminish debt,-0.71
never upgrade,-0.83
immense pressure,-0.94
significant progress,0.92
agricultural oversupply lower food inflation,0.66
pronounce strong bullish sentiment,0.93
hefty strategic restructuring,0.9
great economic regression,-0.84
great gain,0.93
tremendous stability,0.87
market hesitation,-0.65
immense strength,0.91
hefty bear market,-0.96
pronounce high debt burden,-0.84
n't risk,0.63
strong negative financial forecast,-0.87
great suspend,-0.9
