major win,0.82
no opportunity,-0.74
scarcely problem,0.58
threat,-0.63
tremendous up,0.86
much slump,-0.86
scarcely pressure,0.68
huge expand,0.85
rising risks,-0.63
marked twice,0.88
layoff n't,0.61
never up,-0.8
no improve,-0.79
strong threat,-0.81
huge concern,-0.82
scarcely downside,0.72
scarcely decline,0.67
business strategy,-0.03
never favorable,-0.7
immense excel,0.84
significant problem,-0.82
major hike,0.9
massive recover,0.94
government report,-0.05
meaningful tension,-0.92
hefty resilient,0.84
extensive drop,-0.82
review,0.18
notable ascent,0.88
not superior,-0.63
neither outperform nor outperform,-0.7
huge uncertain,-0.85
scarcely win,-0.56
significant struggle,-0.95
significant robust,0.84
major jump,0.88
pronounced caution,-0.89
rebound n't,-0.84
boost,0.6
immense low,-0.89
immense underperform,-0.93
profitable,0.65
rise n't,-0.66
considerable improve,0.86
meaningful gain,0.97
major improve,0.96
extensive higher,0.91
tremendous reduce,-0.91
fiscal,0.2
considerable slow,-0.96
neither struggle nor struggle,0.6
extensive struggle,-0.93
major crash,-0.86
scarcely surprisingly,-0.68
strong surprisingly,0.95
substantial contract,-0.96
not boost,-0.72
enormous terminate,-0.8
meaningful innovative,0.96
up n't,-0.67
never down,0.82
considerable fail,-0.92
substantial boost,0.83
enormous promising,0.9
substantial shrink,-0.92
neither fear nor fear,0.68
flourish n't,-0.64
great challenge,-0.88
notable optimistic,0.96
enormous negative,-0.93
enormous wide,0.88
earnings boost,0.63
enormous gain,0.93
neither downgrade nor downgrade,0.77
extensive wide,0.83
no caution,0.68
no grow,-0.74
no debt,0.75
barely promising,-0.61
fall,-0.62
meaningful strain,-0.82
substantial down,-0.95
pronounced threat,-0.89
hardly fear,0.78
never rise,-0.76
large stability,0.83
bearish n't,0.75
upside n't,-0.69
large twice,0.81
figure,0.14
immense hike,0.93
considerable above,0.84
massive advantage,0.96
enormous collapse,-0.93
never drop,0.72
substantial dive,-0.96
neither improve nor improve,-0.6
great shrink,-0.95
strong strong,0.81
scarcely robust,-0.6
huge peak,0.88
much struggle,-0.93
substantial bearish,-0.91
marked flourish,0.93
great caution,-0.85
company earnings forecast,-0.04
barely efficient,-0.82
major grow,0.9
great expand,0.93
marked climb,0.9
pronounced volatile,-0.9
strong profitable,0.85
huge premium,0.93
tremendous soar,0.8
significant worsen,-0.85
hefty warning,-0.94
meaningful obsolete,-0.9
bankruptcy,-0.64
major strong,0.86
significant climb,0.94
economic policy update,0.15
hefty prosper,0.9
pronounced increase,0.91
immense boost,0.94
enormous innovative,0.89
market uncertainties,-0.73
significant below,-0.88
much degeneration,-0.83
not shrink,0.67
much underperform,-0.83
hefty lawsuit,-0.91
no higher,-0.62
no slowdown,0.76
never progress,-0.74
extensive fail,-0.89
much caution,-0.96
major amazing,0.94
quarterly results,-0.06
no momentum,-0.68
extensive downside,-0.95
huge weak,-0.89
marked progress,0.91
scarcely caution,0.67
scarcely beat,-0.64
decline n't,0.66
extensive accelerate,0.93
hefty upgrade,0.92
tremendous downgrade,-0.85
meaningful resilient,0.93
barely hike,-0.87
notable breakthrough,0.82
massive taper,-0.82
strong superior,0.82
great strength,0.84
improve decline,-0.79
decrease,-0.64
tremendous loss,-0.81
projection,0.11
marked layoff,-0.89
no innovative,-0.58
major flourish,0.93
slightly,-0.05
enormous ascent,0.8
massive expansion,0.83
substantial optimistic,0.87
substantial drop,-0.87
marked fail,-0.82
strong drop,-0.95
no slow,0.89
marked optimistic,0.93
scarcely gain,-0.75
scarcely gain,-0.63
significant progress,0.92
neither layoff nor layoff,0.57
hefty soar,0.85
massive shrink,-0.91
not above,-0.77
rise n't,-0.79
considerable advance,0.93
pronounced robust,0.87
marked advance,0.83
barely soar,-0.63
never premium,-0.83
strong decrease,-0.93
significant decrease,-0.93
major increase,0.94
strengthening headwinds,-0.68
significant triple,0.93
much warning,-0.9
financial disclosure,-0.12
never slowdown,0.8
large optimistic,0.92
no flourish,-0.71
no gain,-0.63
considerable peak,0.95
considerable obsolete,-0.87
revenue reduction,-0.7
marked bad,-0.96
tremendous decline,-0.95
marked downside,-0.82
extensive outperform,0.86
pronounced above,0.91
never liquidation,0.63
large advance,0.82
notable tension,-0.89
marked bankruptcy,-0.97
collapse in production costs,0.76
down,-0.76
neither shortage nor shortage,0.67
much gain,0.89
substantial growth,0.79
large degeneration,-0.87
barely flourish,-0.68
hardly outperform,-0.71
major vulnerability,-0.96
substantial bad,-0.93
significant surprisingly,0.91
extensive tension,-0.89
huge reduce,-0.9
notable up,0.92
major reward,0.81
notable triple,0.84
never grow,-0.62
great expansion,0.9
extensive stability,0.85
immense superior,0.92
neither expand nor expand,-0.79
not vulnerability,0.71
hefty advance,0.81
meaningful improve,0.93
massive recession,-0.91
strong bankruptcy,-0.96
not fear,0.73
not double,-0.66
company's fiscal performance,-0.1
meaningful caution,-0.88
neither advance nor advance,-0.65
climb n't,-0.65
massive terminate,-0.91
pronounced progress,0.86
investigation,-0.63
substantial prosper,0.85
substantial low,-0.94
barely decrease,0.59
tremendous win,0.94
pronounced lawsuit,-0.83
large great,0.89
never decrease,0.57
pronounced vulnerability,-0.9
much rebound,0.9
company report,0.04
significant negative,-0.94
company performance drops,-0.77
marked amazing,0.81
notable poor,-0.83
tremendous descent,-0.83
enormous loss,-0.9
neither half nor half,0.65
strong decrease,-0.94
major shortage,-0.85
leadership n't,-0.7
marked surge,0.83
enormous low,-0.83
immense advance,0.92
never shrink,0.56
not flourish,-0.71
enormous headwind,-0.88
never investigation,0.64
enormous reduce,-0.93
pronounced default,-0.87
pronounced down,-0.91
major lose,-0.93
notable decrease,-0.93
extensive high,0.9
robust sell-off,-0.7
no downside,0.71
major progress,0.9
huge expansion,0.87
enormous caution,-0.83
enormous struggle,-0.95
hefty decrease,-0.83
large weak,-0.83
neither rise nor rise,-0.71
deficit n't,0.64
slump,-0.64
not outperform,-0.69
pronounced improve,0.91
considerable double,0.93
considerable bad,-0.94
immense liquidation,-0.94
extensive success,0.92
investor confidence rises,0.79
revenue loss,-0.72
great impressive,0.88
scarcely worsen,0.62
great momentum,0.96
tremendous well,0.81
enormous layoff,-0.86
enormous weak,-0.94
marked uncertain,-0.93
substantial wide,0.88
tremendous premium,0.84
marked crash,-0.86
strong problem,-0.84
much excel,0.81
hefty gain,0.94
enormous surpass,0.81
tremendous favorable,0.92
scarcely fall,0.66
considerable volatile,-0.83
significant weak,-0.83
marked peak,0.82
notable contract,-0.92
great up,0.88
unchanged,-0.15
large high,0.82
downside n't,0.6
scarcely great,-0.67
much breakthrough,0.89
reward,0.72
ordinary,-0.19
scarcely outperform,-0.73
huge beat,0.82
pronounced superior,0.93
immense amazing,0.86
much investigation,-0.83
much up,0.97
barely strong,-0.52
huge jump,0.86
neither slowdown nor slowdown,0.81
massive advance,0.92
neither slump nor slump,0.69
immense investigation,-0.96
considerable higher,0.81
significant prosper,0.91
massive unstable,-0.93
much obsolete,-0.93
major problem,-0.92
notable litigation,-0.95
substantial grow,0.87
notable leadership,0.82
barely surpass,-0.86
immense bankruptcy,-0.95
large expansion,0.96
notable advance,0.94
marked superior,0.91
significant decrease,-0.84
huge drop,-0.86
contract n't,0.77
notable unstable,-0.94
hefty improve,0.82
much earn,0.92
not suspend,0.78
hardly beat,-0.53
favorable n't,-0.8
major advantage,0.86
immense unpredictable,-0.86
strong great,0.9
never slow,-0.04
hefty recession,-0.81
pronounced progress,0.8
expand n't,-0.57
substantial amazing,0.93
significant jump,0.94
much poor,-0.81
considerable negative,-0.95
huge worsen,-0.81
immense fear,-0.94
pronounced underperform,-0.81
considerable triple,0.83
massive fall,-0.92
marked crash,-0.96
immense expansion,0.82
credit risk,-0.72
no breakthrough,-0.66
neither underperform nor underperform,0.61
downside,-0.62
tremendous risk,-0.92
pronounced grow,0.95
tremendous plunge,-0.83
increase,0.66
great climb,0.95
not descent,0.62
immense high,0.9
tremendous improve,0.96
huge fail,-0.83
massive strong,0.88
meaningful rally,0.91
hefty innovative,0.94
failed merger saves costs,-0.79
marked suspend,-0.95
strong n't,-0.55
bankruptcy n't,0.69
substantial shortage,-0.94
major decrease,-0.91
extensive innovative,0.88
scarcely breakthrough,-0.71
not exceed,-0.68
neither surprisingly nor surprisingly,-0.68
scarcely bad,0.72
tremendous contract,-0.8
large outstanding,0.85
no maximize,-0.69
major wide,0.93
pronounced taper,-0.94
major outperform,0.85
strong accelerate,0.93
meaningful fall,-0.94
tremendous higher,0.92
huge risk,-0.89
hardly shrink,0.72
meaningful ascent,0.9
shortage,-0.62
substantial reward,0.83
extensive impressive,0.86
barely optimistic,-0.65
large dive,-0.89
never exceed,-0.75
significant litigation,-0.97
enormous gain,0.81
not expand,-0.54
neither reduce nor reduce,0.68
never strong,-0.63
massive upgrade,0.84
no breakthrough,-0.62
barely bearish,0.76
substantial premium,0.87
massive flourish,0.86
major climb,0.87
downward trend,-0.66
meaningful headwind,-0.94
negative quarterly results,-0.7
hardly increase,-0.64
scarcely challenge,0.73
never well,-0.81
immense half,-0.95
flourish,0.63
hardly degeneration,0.79
significant higher,0.86
no uncertain,0.63
hefty well,0.92
significant soar,0.82
pronounced dive,-0.95
significant double,0.81
pronounced disappoint,-0.89
optimistic n't,-0.71
significant obsolete,-0.87
pronounced high,0.9
enormous outstanding,0.81
huge efficient,0.89
significant improve,0.89
considerable jump,0.91
meaningful plunge,-0.82
hefty progress,0.83
hardly accelerate,-0.86
pronounced outperform,0.81
extensive underperform,-0.87
immense climb,0.86
not fall,0.71
not collapse,0.81
pronounced fall,-0.82
extensive headwind,-0.9
hardly downgrade,0.65
barely surge,-0.75
neither miss nor miss,0.74
never improve,-0.67
pronounced unstable,-0.94
notable robust,0.97
hardly lose,0.68
insurance premium increases offset claims,-0.8
hefty unstable,-0.92
extensive increase,0.83
considerable struggle,-0.83
great taper,-0.82
no prosper,-0.64
pronounced shortage,-0.91
large investigation,-0.83
massive contract,-0.97
large prosper,0.93
no degeneration,0.67
barely plunge,0.81
massive improve,0.84
significant gain,0.9
pronounced rise,0.82
hefty low,-0.95
notable bullish,0.91
large profitable,0.82
tremendous expand,0.89
notable investigation,-0.92
revenue increase,0.78
massive lawsuit,-0.82
enormous upside,0.85
outperform,0.76
substantial below,-0.84
immense deficit,-0.85
neither above nor above,-0.71
neither gain nor gain,-0.58
immense rebound,0.97
massive bearish,-0.89
major investigation,-0.95
immense soar,0.85
marked shrink,-0.84
positive leverage effect,0.66
above n't,-0.76
huge strong,0.89
hefty struggle,-0.94
extensive slump,-0.93
pronounced increase,0.86
not weak,0.81
major drop,-0.95
enormous increase,0.95
marked descent,-0.86
considerable contract,-0.88
marked miss,-0.9
marked rise,0.94
hefty downside,-0.91
not penalty,0.69
marked prosper,0.92
great triple,0.93
great lose,-0.89
declining stock value,-0.71
scarcely momentum,-0.75
market capitalization,-0.15
tremendous rise,0.86
not reward,-0.64
no terminate,0.65
no above,-0.71
large lawsuit,-0.82
enormous progress,0.9
great weak,-0.91
meaningful robust,0.9
large caution,-0.88
federal meeting,0.02
considerable layoff,-0.88
great loss,-0.85
great advance,0.9
halting unprofitable ventures,0.69
pronounced rebound,0.87
scarcely advantage,-0.76
scarcely upside,-0.73
neither poor nor poor,0.61
massive drop,-0.83
immense terminate,-0.92
massive earn,0.95
immense reward,0.93
extensive litigation,-0.8
breakthrough n't,-0.67
substantial higher,0.82
not below,0.79
contract,-0.77
great lawsuit,-0.82
scarcely progress,-0.73
meaningful half,-0.9
no stability,-0.69
substantial struggle,-0.92
fail n't,0.59
huge liquidation,-0.87
improve,0.74
neither reward nor reward,-0.76
hardly rebound,-0.82
